R,Z,phi,vR,vZ,vphi,time
1.036056757780495,0.5900145411447822,-0.04649269856220273,-72179.497979915,129142.6500939741,-26763.70673267956,4.161000000000084e-06
1.0359851162246918,0.5901440231264915,-0.046519267414167384,-71641.55580334165,129481.98170925895,-26568.851964657282,4.162000000000084e-06
1.0359140043663149,0.5902738418374616,-0.04654561520117571,-71111.85837698446,129818.71097009022,-26347.78700832274,4.163000000000084e-06
1.0358434130698078,0.5904039941073109,-0.046571716073009924,-70591.29650705753,130152.26984938302,-26100.87183421521,4.164000000000083e-06
1.035773332323876,0.5905344762026012,-0.04659754458164476,-70080.74593175003,130482.09529031104,-25828.508634835078,4.165000000000083e-06
1.0357037512579863,0.5906652838327321,-0.04662307572280976,-69581.06588972578,130807.63013089955,-25531.141165006324,4.166000000000083e-06
1.0356346581602702,0.5907964121567512,-0.046648284976823794,-69093.09771601952,131128.32401910963,-25209.254014033013,4.167000000000082e-06
1.0355660404968026,0.5909278557910681,-0.04667314834863466,-68617.66346764704,131443.63431690139,-24863.3718108688,4.168000000000082e-06
1.0354978849322214,0.5910596088180599,-0.046697642406998294,-68155.56458119584,131753.02699178335,-24494.058363630145,4.1690000000000815e-06
1.0354301773516568,0.5911916647955542,-0.04672174432273319,-67707.5805646079,132055.9774943766,-24101.91573489341,4.170000000000081e-06
1.0353629028839315,0.5913240167671747,-0.04674543190598751,-67274.46772530803,132351.97162054703,-23687.58325432279,4.171000000000081e-06
1.0352960459259948,0.5914566572735314,-0.046768683642457794,-66856.95793676861,132640.5063566853,-23251.736470280026,4.1720000000000805e-06
1.0352295901685493,0.5915895783642381,-0.04679147872849996,-66455.75744553607,132921.09070674342,-22795.086042167884,4.17300000000008e-06
1.0351635186228287,0.5917227716107377,-0.046813797105075314,-66071.5457206753,133193.24649966802,-22318.376575357328,4.17400000000008e-06
1.0350978136484812,0.5918562281199137,-0.04683561949047595,-65704.97434751569,133456.50917590415,-21822.38540064283,4.1750000000000795e-06
1.0350324569825138,0.5919899385484654,-0.04685692741177622,-65356.66596750682,133710.42855167907,-21307.92130026141,4.176000000000079e-06
1.034967429769248,0.5921238931180252,-0.046877703234958816,-65027.213265913706,133954.56955981327,-20775.823182598466,4.177000000000079e-06
1.034902712591239,0.592258081630991,-0.0468979301936666,-64717.17800899939,134188.51296584602,-20226.958707787227,4.178000000000078e-06
1.0348382855011067,0.5923924934870494,-0.04691759241653309,-64427.09013225924,134411.85605830446,-19662.222866488373,4.179000000000078e-06
1.0347741280542255,0.5925271177003614,-0.0469366749530473,-64157.446881184245,134624.21331198874,-19082.536514212232,4.180000000000078e-06
1.0347102193422195,0.5926619429173846,-0.04695516379791092,-63908.712005941794,134825.2170231917,-18488.844863617538,4.181000000000077e-06
1.0346465380272083,0.5927969574353005,-0.04697304591384821,-63681.31501127101,135014.51791581794,-17882.115937288152,4.182000000000077e-06
1.0345830623767456,0.5929321492210179,-0.04699030925283176,-63475.650462796686,135191.78571741664,-17263.338983552047,4.183000000000077e-06
1.0345197702993947,0.5930675059307221,-0.04700694277568973,-63292.07735087054,135356.70970419244,-16633.5228579655,4.184000000000076e-06
1.0344566393808818,0.5932030149299362,-0.04702293647006287,-63130.91851295172,135508.99921411023,-15993.694373139362,4.185000000000076e-06
1.0343936469207664,0.5933386633140635,-0.047038281366682505,-62992.46011544028,135648.38412726298,-15344.896619633673,4.186000000000076e-06
